customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,monthly=tenure/charges,numServices,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
6296-DDOOR,0.022350784990265677,-0.04500764622329361,-0.013782747268396239,0.03637222405911947,-0.15597274987935575,-0.03411461873156254,-0.1295241297436997,0.04108745001471336,-0.07904796989038305,-0.014840614737647374,0.0310489469804653,0.11907305969267098,-0.10191997453335627,-0.18678702188393764,-0.1294785737000587,0.021111324961084497,-0.021620284234258845,0.0038356777222427526,0.029638054528648382,-0.25582506368620234,0.06186259791045525,-0.4995520045526972,0.002571542709607319,0.1310520232043674,-0.002789197505488591,0.003672970350653581,0.36007150784473735,0.008480142256373313
3680-CTHUH,0.0041186861503291206,-0.03683256662250824,0.002482608941828266,0.03235180044173785,-0.47257226922674067,-0.022363692684593817,0.12851004477519895,-0.17265323151302295,-0.06717703182929179,0.03003250693154407,-0.09185937653878684,0.15131751768328747,0.13186639866548477,0.09424849728671784,0.4988771751166658,-0.27175305297939634,-0.021469725762713637,-0.04166524744820311,0.003206310059173155,0.2455940200786712,0.03916012742579176,-0.50136552497334,0.06981591082227184,0.1345271798221531,-0.0008031894784384951,0.00971590338943439,-0.1618943127649501,0.006535111325211394
4931-TRZWN,0.03517277932172138,-0.046754678411059146,-0.011039027327728476,0.0390210258433691,0.23195305968711372,-0.03332137021433101,-0.14031152307206446,-0.14783892701039592,0.05480255791031784,-0.011571591201331707,0.04337592008935124,0.13448116920349346,0.10170409541855419,0.1151110059601375,-0.016870702030003293,0.12898050582006235,-0.021609516259757603,-0.07135941430160017,0.01773881708225142,-0.32751614140355756,0.06675369032326305,0.4023170671895511,-0.009354281734763938,0.12211528406050531,-0.00247582297628066,0.0035114765423179587,0.2871711998520757,0.02020003150701888
8559-WNQZS,-0.019392581281160226,-0.039383354566873155,-0.009622890322132942,0.03454825568569552,0.8312693023302113,-0.030602674374123475,-0.09183448270461413,0.048307505259630915,0.022916710160468392,-0.013458994462677709,0.04772258318355973,-0.07533818930532042,-0.09129160959959068,-0.16943918557313445,-0.43819792991134654,0.40146939869306847,0.22901909181423263,0.027219451977420057,-0.03755396311344101,-0.23779775855998714,-0.1725082529393516,-0.5790722799817078,-0.014004755976632673,-0.34028580213714055,-0.002162755997285714,0.006786731101972989,-0.18758034945860552,-0.027057681683021785
3537-HPKQT,0.0061508657137704,-0.049450056088123945,0.004323376496906107,0.0415155471547096,-0.3968837517078604,-0.023351262038481105,0.11356269967738009,0.08680826839800744,-0.07837494402967986,-0.010053561557368397,0.055045167246195424,-0.08914698436255851,-0.07140293457516496,0.13944650166701078,0.07396863003300554,-0.254347079194521,-0.021203144075658178,0.03270216856349002,-0.006629079804458465,0.3161709015882434,0.052149024923024645,0.556560667863285,-0.01668140419610542,0.10516116896613542,-0.0008031894784384951,-0.016258629089816134,-0.1791483409724136,0.00626141151294618
6161-UUUTA,-0.03188899843239807,0.18665509630394872,-0.009180404333437258,0.029318800506550773,0.5452738041225405,-0.028534437389938907,-0.13005470590784562,0.08766869536798859,0.057811886686597695,-0.010674113964905996,0.04239694553029092,0.12465337074378263,-0.06328418022950706,0.12808203197190865,0.19684917827462642,0.2772649918234876,-0.02309592380824465,0.0385575144744974,-0.011712130969074442,0.3490727255145225,0.08414210916139882,0.5125168152286798,-0.0037834024731096274,0.11517851197076011,-0.0038895756928628406,0.0030472179260388763,0.31728316961551933,0.020555799707018083
4500-HKANN,-0.02910770246506224,-0.05081116198260837,0.008733815667999092,-0.09051460176176154,-0.17018333596154336,-0.02907158452208776,0.12993908804550594,0.03627789276789646,-0.05651505409153675,-0.021612529859195078,-0.09070858436617978,-0.08341472895928587,-0.08571081951027791,-0.19536526438313845,-0.15255777779236948,-0.11424579552937104,-0.02201424323328166,0.00875401774032996,0.02724742309600826,-0.2268592306750745,0.06080125497713447,-0.5307341559406886,-0.02318847388585018,-0.3436324415570558,-0.0003456022513911986,0.006666989958749921,-0.20312268207399972,-0.01397532052600122
2506-TNFCO,0.02944863610418423,0.1788770732827877,0.013419238046545127,0.028023618495491568,0.7197912457360186,-0.02678420770650802,-0.10064036177133544,0.0750279215362395,0.04833159532231028,-0.008555574222933203,0.049412457181476827,-0.0674584043724851,-0.05092223375342629,0.11745206867058403,0.039457495182761,0.5782960472116817,0.21093031940662815,0.04555987108049667,-0.00980471265179998,0.3142794963747486,0.09213141772604087,0.5128184734097442,-0.00329036608101991,0.1181531197126181,-0.002385113832012844,0.005848282014813637,0.26130934314958926,0.01948613846768067
4730-AWNAU,-0.018854870385754386,-0.04833817505141813,0.006453612384412002,-0.06838045727343418,-0.18526088937216803,0.25557261536453985,-0.07461317823756498,-0.0925055817095904,0.04693024088833178,0.04427208823517452,-0.07926701518014188,0.14914411567896751,0.13685638983640636,-0.17793208995899937,-0.1116323869244596,-0.08071378862190284,-0.021432466782195524,-0.07244619736181451,0.017598954154986295,-0.22024953385078877,0.05596230541150881,-0.43994210826189917,0.05474564219035222,0.1544154589117021,-0.0014559043196461046,-0.013713021692938603,-0.1879966139907153,0.004078042589881199
6522-YRBXD,-0.021731559321309376,0.22032976599883516,0.012506943517131268,0.037764897063051,-0.14083141299111138,-0.022292514062582428,0.1340637625691204,-0.1611738851455844,-0.10644264374024087,-0.008735662051242574,0.06445090649986128,-0.08087454752558872,0.07592886900204075,0.1171944868336756,0.3403014560201464,-0.2501792048157095,-0.02090145112735453,-0.08214782345394954,-0.005248028322792688,0.2898249981799035,0.046561117283634455,0.481718309685246,-0.019213860630583706,0.10787456979837591,-0.0008031894784384951,0.002709707325572499,0.3031059410687261,0.006553318766949639
